"type designator","manufacturer","model","description","engine count","engine type","wtc"
"CNUK","FLEET","Canuck","Landplane","1","Piston","L"
"CNUK","FLEET","80 Canuck","Landplane","1","Piston","L"
"FORT","FLEET","60 Fort","Landplane","1","Piston","L"
"FINC","FLEET","16 Finch","Landplane","1","Piston","L"
"FINC","FLEET","11","Landplane","1","Piston","L"
"FINC","FLEET","10","Landplane","1","Piston","L"
"FLE7","FLEET","7 Fawn","Landplane","1","Piston","L"
"FLE2","FLEET","2","Landplane","1","Piston","L"
"FLE7","FLEET","Fawn","Landplane","1","Piston","L"
"FA62","FLEET","PT-23 Cornell","Landplane","1","Piston","L"
"FA62","FLEET","PT-26 Cornell","Landplane","1","Piston","L"
"FINC","FLEET","Finch","Landplane","1","Piston","L"
"FA62","FLEET","Cornell","Landplane","1","Piston","L"
"FLE7","FLEET","7","Landplane","1","Piston","L"
"FU24","FLETCHER","FU-24","Landplane","1","Piston","L"
"FDCT","FLIGHT DESIGN","CT","Landplane","1","Piston","L"
"PL12","FLIGHT ENGINEERS","Airtruk","Landplane","1","Piston","L"
"PL12","FLIGHT ENGINEERS","PL-12 Airtruk","Landplane","1","Piston","L"
"CAPL","FLIGHTWORKS","Capella","Landplane","1","Piston","L"
"FLIZ","FLITZER","Z-21 Flitzer","Landplane","1","Piston","L"
"FLIZ","FLITZER","Z-1 Flitzer","Landplane","1","Piston","L"
"FLIZ","FLITZER","Flitzer","Landplane","1","Piston","L"
"SAH1","FLS","Sprint","Landplane","1","Piston","L"
"OPCA","FLS","OA-7 Optica","Landplane","1","Piston","L"
"OPCA","FLS","Optica","Landplane","1","Piston","L"
"KRIC","FLSZ","Der Kricket","Landplane","1","Piston","L"
"KRIC","FLSZ","DK-1 Der Kricket","Landplane","1","Piston","L"
"FW90","FLUG WERK","Fw-190 Replica","Landplane","1","Piston","L"
"TEXA","FLY SYNTHESIS","Texan","Landplane","1","Piston","L"
"STCH","FLY SYNTHESIS","Storch","Landplane","1","Piston","L"
"PELI","FLYER","Pelican","Landplane","1","Piston","L"
"FM25","FLYING MACHINES","FM-250 Vampire","Landplane","1","Piston","L"
"FM25","FLYING MACHINES","Vampire","Landplane","1","Piston","L"
"FW44","FMA","Stieglitz","Landplane","1","Piston","L"
"C150","FMA","Aerobat","Landplane","1","Piston","L"
"IA58","FMA","IA-58 Pucar","Landplane","2","Turboprop","L"
"IA63","FMA","IA-63 Pampa","Landplane","1","Jet","L"
"C172","FMA","P-172","Landplane","1","Piston","L"
"IA51","FMA","Tehuelche","Landplane","1","Piston","L"
"IA63","FMA","Pampa","Landplane","1","Jet","L"
"IA51","FMA","IA-51 Tehuelche","Landplane","1","Piston","L"
"FW44","FMA","Fw-44 Stieglitz","Landplane","1","Piston","L"
"C188","FMA","AgTruck","Landplane","1","Piston","L"
"C150","FMA","A-A150 Aerobat","Landplane","1","Piston","L"
"C182","FMA","A-182","Landplane","1","Piston","L"
"C150","FMA","A-150","Landplane","1","Piston","L"
"IA58","FMA","Pucar","Landplane","2","Turboprop","L"
"C188","FMA","A-A188 AgTruck","Landplane","1","Piston","L"
"FW44","FOCKE-WULF","Fw-44 Stieglitz","Landplane","1","Piston","L"
"FW90","FOCKE-WULF","Fw-190 Replica","Landplane","1","Piston","L"
"P149","FOCKE-WULF","FWP-149","Landplane","1","Piston","L"
"FW44","FOCKE-WULF","Stieglitz","Landplane","1","Piston","L"
"S11","FOKKER","Instructor","Landplane","1","Piston","L"
"SUNV","FOKKER","Super Universal","Landplane","1","Piston","L"
"S11","FOKKER","S-11 Instructor","Landplane","1","Piston","L"
"DR1","FOKKER","Dr-1 Replica","Landplane","1","Piston","L"
"D8","FOKKER","D-8 Replica","Landplane","1","Piston","L"
"D7","FOKKER","D-7 Replica","Landplane","1","Piston","L"
"GNAT","FOLLAND","Gnat","Landplane","1","Jet","L"
"GNAT","FOLLAND","Fo-144 Gnat","Landplane","1","Jet","L"
"TRIM","FORD","Tri-Motor","Landplane","3","Piston","L"
"TRIM","FORD","5-AT Tri-Motor","Landplane","3","Piston","L"
"TRIM","FORD","4-AT Tri-Motor","Landplane","3","Piston","L"
"ERCO","FORNAIRE","Aircoupe","Landplane","1","Piston","L"
"ERCO","FORNAIRE","F-1 Aircoupe","Landplane","1","Piston","L"
"ERCO","FORNEY","Aircoupe","Landplane","1","Piston","L"
"ERCO","FORNEY","F-1 Aircoupe","Landplane","1","Piston","L"
"FOUG","FOUGA","Magister","Landplane","2","Jet","L"
"FOUG","FOUGA","CM-170R Magister","Landplane","2","Jet","L"
"FBA2","FOUND","FBA-2 Bush Hawk","Landplane","1","Piston","L"
"FBA2","FOUND","FBA-2","Landplane","1","Piston","L"
"CENT","FOUND","Centennial","Landplane","1","Piston","L"
"FBA2","FOUND","Bush Hawk","Landplane","1","Piston","L"
"CENT","FOUND","100 Centennial","Landplane","1","Piston","L"
"FW21","FOUR WINDS","FX-210","Landplane","1","Piston","L"
"FW19","FOUR WINDS","192","Landplane","1","Piston","L"
"RF47","FOURNIER","RF-47","Landplane","1","Piston","L"
"RF9","FOURNIER","RF-9","Landplane","1","Piston","L"
"RF6","FOURNIER","RF-6","Landplane","1","Piston","L"
"RF3","FOURNIER","RF-3","Landplane","1","Piston","L"
"RF5","FOURNIER","TZ-5","Landplane","1","Piston","L"
"RF4","FOURNIER","RF-4","Landplane","1","Piston","L"
"RF10","FOURNIER","RF-10","Landplane","1","Piston","L"
"RF5","FOURNIER","RF-5","Landplane","1","Piston","L"
"TERR","FOXCON","Terrier","Landplane","1","Piston","L"
"G73T","FRAKES","Turbo Mallard","Amphibian","2","Turboprop","L"
"G64T","FRAKES","Turbo Cat","Landplane","1","Turboprop","L"
"G64T","FRAKES","G-164 Turbo Cat","Landplane","1","Turboprop","L"
"G73T","FRAKES","G-73T Turbo Mallard","Amphibian","2","Turboprop","L"
"FREE","FREE SPIRIT","Free Spirit","Landplane","1","Piston","L"
"FREE","FREE SPIRIT","RC-412 Free Spirit","Landplane","1","Piston","L"
"PHNX","FREEDOM","Phoenix","Landplane","1","Piston","L"
"SHAK","FREEDOM MASTER","FM-2 Air Shark","Amphibian","1","Piston","L"
"SHAK","FREEDOM MASTER","Air Shark","Amphibian","1","Piston","L"
"FBIR","FREEWING","Freebird Mk5","Landplane","1","Piston","L"
"FRON","FRONTIER","Frontier MD-2","Landplane","1","Piston","L"
"VF2","FRY","VF-2 Esprit","Landplane","1","Piston","L"
"VF2","FRY","Esprit","Landplane","1","Piston","L"
"KM2","FUJI","KM-2","Landplane","1","Piston","L"
"T34P","FUJI","KM-2B Mentor","Landplane","1","Piston","L"
"T5","FUJI","KM-2D","Landplane","1","Turboprop","L"
"T5","FUJI","KM-2Kai","Landplane","1","Turboprop","L"
"O1","FUJI","L-19 Bird Dog","Landplane","1","Piston","L"
"T34P","FUJI","Mentor","Landplane","1","Piston","L"
"T1","FUJI","T1F","Landplane","1","Jet","L"
"T7","FUJI","T-7","Landplane","1","Turboprop","L"
"T34T","FUJI","T-3Kai","Landplane","1","Turboprop","L"
"T34P","FUJI","T-3 Mentor","Landplane","1","Piston","L"
"HUCO","FUJI","HueyCobra","Helicopter","1","Turboprop","L"
"UH1","FUJI","UH-1","Helicopter","1","Turboprop","L"
"T5","FUJI","T-5","Landplane","1","Turboprop","L"
"KM2","FUJI","TL-1","Landplane","1","Piston","L"
"T1","FUJI","T-1","Landplane","1","Jet","L"
"T34P","FUJI","T-34 Mentor","Landplane","1","Piston","L"
"RC70","FUJI","FA-300","Landplane","2","Piston","L"
"UH1","FUJI","204","Helicopter","1","Turboprop","L"
"UH1","FUJI","205","Helicopter","1","Turboprop","L"
"O1","FUJI","305 Bird Dog","Landplane","1","Piston","L"
"SUBA","FUJI","Aero Subaru","Landplane","1","Piston","L"
"HUCO","FUJI","AH-1 HueyCobra","Helicopter","1","Turboprop","L"
"O1","FUJI","Bird Dog","Landplane","1","Piston","L"
"SUBA","FUJI","FA-200 Aero Subaru","Landplane","1","Piston","L"
"FNKB","FUNK","B","Landplane","1","Piston","L"
"NOMA","GAF","Nomad","Landplane","2","Turboprop","L"
"NOMA","GAF","N-2 Nomad","Landplane","2","Turboprop","L"
"NOMA","GAF","N-24 Nomad","Landplane","2","Turboprop","L"
"NOMA","GAF","N-22 Searchmaster","Landplane","2","Turboprop","L"
"NOMA","GAF","N-22 Nomad","Landplane","2","Turboprop","L"
"NOMA","GAF","N-22 Missionmaster","Landplane","2","Turboprop","L"
"NOMA","GAF","N-22 Floatmaster","Landplane","2","Turboprop","L"
"NOMA","GAF","Searchmaster","Landplane","2","Turboprop","L"
"NOMA","GAF","Floatmaster","Landplane","2","Turboprop","L"
"NOMA","GAF","Missionmaster","Landplane","2","Turboprop","L"
"G44","GANNET","G-44 Super Widgeon","Amphibian","2","Piston","L"
"G44","GANNET","Super Widgeon","Amphibian","2","Piston","L"
"DINO","GANZAVIA","GAK-22 Dino","Landplane","1","Piston","L"
"DINO","GANZAVIA","Dino","Landplane","1","Piston","L"
"JP10","GAP","Kestrel","Landplane","1","Turboprop","L"
"JP10","GAP","JP-100 Kestrel","Landplane","1","Turboprop","L"
"GY80","GARDAN","GY-80 Horizon","Landplane","1","Piston","L"
"GY10","GARDAN","GY-100 Bagheera","Landplane","1","Piston","L"
"GY10","GARDAN","Bagheera","Landplane","1","Piston","L"
"GY80","GARDAN","Horizon","Landplane","1","Piston","L"
"CP30","GARLAND","Linnet","Landplane","1","Piston","L"
"MEL2","GARRISON","Melmoth 2","Landplane","1","Piston","L"
"AG02","GATARD","Poussin","Landplane","1","Piston","L"
"AG02","GATARD","AG-02 Poussin","Landplane","1","Piston","L"
"LJ28","GATES LEARJET","29","Landplane","2","Jet","L"
"LJ28","GATES LEARJET","28","Landplane","2","Jet","L"
"LJ24","GATES LEARJET","24","Landplane","2","Jet","L"
"LJ25","GATES LEARJET","25","Landplane","2","Jet","L"
"GAVI","GAVILAN","EL-1 Gavilan 358","Landplane","1","Piston","L"
"GAVI","GAVILAN","Gavilan 358","Landplane","1","Piston","L"
"G180","GENERAL AIRCRAFT","G1-80 Skyfarer","Landplane","1","Piston","L"
"G180","GENERAL AIRCRAFT","Skyfarer","Landplane","1","Piston","L"
"PINO","GENERAL AVIA","Pinguino Sprint","Landplane","1","Piston","L"
"PICO","GENERAL AVIA","Picchio","Landplane","1","Piston","L"
"ARON","GENERAL AVIA","F-220 Airone","Landplane","1","Piston","L"
"PICO","GENERAL AVIA","F-15 Picchio","Landplane","1","Piston","L"
"JSQA","GENERAL AVIA","Jet Squalus","Landplane","1","Jet","L"
"PINO","GENERAL AVIA","F-22 Pinguino Sprint","Landplane","1","Piston","L"
"PEGA","GENERAL AVIA","Pegaso","Landplane","2","Piston","L"
"PINO","GENERAL AVIA","F-22 Pinguino","Landplane","1","Piston","L"
"CNDR","GENERAL AVIA","F-20TP Condor","Landplane","2","Turboprop","L"
"PEGA","GENERAL AVIA","F-20 Pegaso","Landplane","2","Piston","L"
"PINO","GENERAL AVIA","Pinguino","Landplane","1","Piston","L"
"PICO","GENERAL AVIA","Delfino","Landplane","1","Piston","L"
"CNDR","GENERAL AVIA","Condor","Landplane","2","Turboprop","L"
"ARON","GENERAL AVIA","Airone","Landplane","1","Piston","L"
"PICO","GENERAL AVIA","F-15 Delfino","Landplane","1","Piston","L"
"JSQA","GENERAL AVIA","F-1300 Jet Squalus","Landplane","1","Jet","L"
"WCAT","GENERAL MOTORS","FM Wildcat","Landplane","1","Piston","L"
"WCAT","GENERAL MOTORS","Wildcat","Landplane","1","Piston","L"
"M308","GERMAN BIANCO","MB-308","Landplane","1","Piston","L"
"G202","GILES","G-202","Landplane","1","Piston","L"
"CP22","GILES","G-222","Landplane","1","Piston","L"
"G200","GILES","G-200","Landplane","1","Piston","L"
"G300","GILES","G-300","Landplane","1","Piston","L"
"GA8","GIPPSLAND","Airvan","Landplane","1","Piston","L"
"GA20","GIPPSLAND","GA-200 Fatman","Landplane","1","Piston","L"
"GA8","GIPPSLAND","GA-8 Airvan","Landplane","1","Piston","L"
"GA20","GIPPSLAND","Fatman","Landplane","1","Piston","L"
"GLAS","GLASAIR","Glasair","Landplane","1","Piston","L"
"GLST","GLASAIR","Sportsman 2+2","Landplane","1","Piston","L"
"GLST","GLASAIR","GlaStar","Landplane","1","Piston","L"
"DG80","GLASER-DIRKS","DG-800","Landplane","1","Piston","L"
"DG40","GLASER-DIRKS","DG-400","Landplane","1","Piston","L"
"DG50","GLASER-DIRKS","DG-500M","Landplane","1","Piston","L"
"DG60","GLASER-DIRKS","DG-600M","Landplane","1","Piston","L"
"SG70","GLASS","SG-70 STOLGlass","Landplane","1","Piston","L"
"SG70","GLASS","STOLGlass","Landplane","1","Piston","L"
"SQ2T","GLASSIC","SQ-2000","Landplane","1","Piston","L"
"UH1","GLOBAL","Huey 800","Helicopter","1","Turboprop","L"
"GC1","GLOBE","GC-1 Swift","Landplane","1","Piston","L"
"GC1","GLOBE","Swift","Landplane","1","Piston","L"
"GAUN","GLOSTER","Gauntlet","Landplane","1","Piston","L"
"GLAD","GLOSTER","Gladiator","Landplane","1","Piston","L"
"PRET","GM&T","GM&T Pretty Flight","Landplane","1","Piston","L"
"GOTR","GOAIR","GT-1 Trainer","Landplane","1","Piston","L"
"GOTR","GOAIR","Trainer","Landplane","1","Piston","L"
"AAT4","GOBOSH","G-700","Landplane","1","Piston","L"
"VL3","GOBOSH","G-800","Landplane","1","Piston","L"
"TBR3","GOLDEN CIRCLE","T-Bird 2 Cargo","Landplane","1","Piston","L"
"TBR3","GOLDEN CIRCLE","T-Bird 3","Landplane","1","Piston","L"
"RF9","GOMOLZIG","RF-9","Landplane","1","Piston","L"
"G2T1","GREAT LAKES","Sport Trainer","Landplane","1","Piston","L"
"G2T1","GREAT LAKES","Sport","Landplane","1","Piston","L"
"G2T1","GREAT LAKES","2T-1 Sport Trainer","Landplane","1","Piston","L"
"G2T1","GREAT LAKES","2T-1 Sport","Landplane","1","Piston","L"
"SRAI","GREAT PLAINS","Sonerai","Landplane","1","Piston","L"
"CAMP","GREGA","Aircamper","Landplane","1","Piston","L"
"CAMP","GREGA","GN-1 Aircamper","Landplane","1","Piston","L"
"LION","GRIFFON","Lionheart","Landplane","1","Piston","L"
"GRFN","GRIFFON AERO","Griffon","Landplane","1","Piston","L"
"G800","GRINVALDS","Orion","Landplane","1","Piston","L"
"G800","GRINVALDS","G-801 Orion","Landplane","1","Piston","L"
"G800","GRINVALDS","G-802 Orion","Landplane","1","Piston","L"
"G115","GROB","G-115E","Landplane","1","Piston","L"
"G15T","GROB","G-115T Acro","Landplane","1","Piston","L"
"G120","GROB","G-120","Landplane","1","Piston","L"
"G120","GROB","G-120 Snunit","Landplane","1","Piston","L"
"G140","GROB","G-140TP","Landplane","1","Turboprop","L"
"G160","GROB","G-160 Ranger","Landplane","1","Turboprop","L"
"GSPN","GROB","G-180 SPn Utility Jet","Landplane","2","Jet","L"
"EGRT","GROB","G-520 Strato 1","Landplane","1","Turboprop","L"
"GF20","GROB","GF-200","Landplane","1","Piston","L"
"G115","GROB","Heron","Landplane","1","Piston","L"
"G160","GROB","Ranger (G-160)","Landplane","1","Turboprop","L"
"G115","GROB","G-115D Bavarian","Landplane","1","Piston","L"
"GSPN","GROB","SPn Utility Jet","Landplane","2","Jet","L"
"EGRT","GROB","Strato 1","Landplane","1","Turboprop","L"
"G120","GROB","Snunit","Landplane","1","Piston","L"
"G115","GROB","Tutor","Landplane","1","Piston","L"
"G103","GROB","Twin 3SL","Landplane","1","Piston","L"
"G115","GROB","G-115D Heron","Landplane","1","Piston","L"
"G109","GROB","Vigilant","Landplane","1","Piston","L"
"G109","GROB","Ranger (G-109)","Landplane","1","Piston","L"
"G109","GROB","G-109 Ranger","Landplane","1","Piston","L"
"G15T","GROB","Acro","Landplane","1","Piston","L"
"G115","GROB","Bavarian","Landplane","1","Piston","L"
"EGRT","GROB","D-500 Egrett 2","Landplane","1","Turboprop","L"
"EGRT","GROB","Egrett 2","Landplane","1","Turboprop","L"
"G109","GROB","G-109","Landplane","1","Piston","L"
"G109","GROB","G-109 Vigilant","Landplane","1","Piston","L"
"G115","GROB","G-115","Landplane","1","Piston","L"
"G115","GROB","G-115A","Landplane","1","Piston","L"
"G115","GROB","G-115B","Landplane","1","Piston","L"
"G115","GROB","G-115D","Landplane","1","Piston","L"
"G115","GROB","G-115C","Landplane","1","Piston","L"
"G115","GROB","G-115E Tutor","Landplane","1","Piston","L"
"G103","GROB","G-103C Twin 3SL","Landplane","1","Piston","L"
"HAW3","GROEN","H2X Hawk 3","Gyrocopter","1","Piston","L"
"HAW3","GROEN","Hawk 3","Gyrocopter","1","Piston","L"
"REV6","GROEN","Revcon 6G","Gyrocopter","1","Turboprop","L"
"HW4T","GROEN","Jet Hawk 4T","Gyrocopter","1","Turboprop","L"
"HW4P","GROEN","Hawk 4","Gyrocopter","1","Piston","L"
"EAEA","GROSSO","Easy Eagle","Landplane","1","Piston","L"
"WHIS","GROVE","GR-2 Whisper","Landplane","1","Piston","L"
"WHIS","GROVE","Whisper","Landplane","1","Piston","L"
"KTOO","GROVER","Karatoo","Landplane","1","Piston","L"
"KTOO","GROVER","J-6 Karatoo","Landplane","1","Piston","L"
"BCAT","GRUMMAN","G-58 Bearcat","Landplane","1","Piston","L"
"G73","GRUMMAN","G-73 Mallard","Amphibian","2","Piston","L"
"G73T","GRUMMAN","G-73T Turbo Mallard","Amphibian","2","Turboprop","L"
"F9F","GRUMMAN","G-79 Panther","Landplane","1","Jet","L"
"G164","GRUMMAN","G-164 Ag-Cat","Landplane","1","Piston","L"
"G164","GRUMMAN","G-164 Super Ag-Cat","Landplane","1","Piston","L"
"WCAT","GRUMMAN","Wildcat","Landplane","1","Piston","L"
"G64T","GRUMMAN","G-164 Turbo Ag-Cat","Landplane","1","Turboprop","L"
"G44","GRUMMAN","Widgeon","Amphibian","2","Piston","L"
"G21","GRUMMAN","Goose","Amphibian","2","Piston","L"
"G44","GRUMMAN","J4F Widgeon","Amphibian","2","Piston","L"
"F9F","GRUMMAN","Panther","Landplane","1","Jet","L"
"G73T","GRUMMAN","Turbo Mallard","Amphibian","2","Turboprop","L"
"G64T","GRUMMAN","Turbo Ag-Cat","Landplane","1","Turboprop","L"
"HCAT","GRUMMAN","G-50 Hellcat","Landplane","1","Piston","L"
"G164","GRUMMAN","Super Ag-Cat","Landplane","1","Piston","L"
"WCAT","GRUMMAN","F4F Wildcat","Landplane","1","Piston","L"
"G21","GRUMMAN","JRF Goose","Amphibian","2","Piston","L"
"G73","GRUMMAN","Mallard","Amphibian","2","Piston","L"
"HCAT","GRUMMAN","Hellcat","Landplane","1","Piston","L"
"F3F","GRUMMAN","F3F Replica","Landplane","1","Piston","L"
"BCAT","GRUMMAN","F8F Bearcat","Landplane","1","Piston","L"
"G44","GRUMMAN","G-44 Widgeon","Amphibian","2","Piston","L"
"BCAT","GRUMMAN","Bearcat","Landplane","1","Piston","L"
"HCAT","GRUMMAN","F6F Hellcat","Landplane","1","Piston","L"
"F9F","GRUMMAN","F9F Panther","Landplane","1","Jet","L"
"F3F","GRUMMAN","G-11 Replica","Landplane","1","Piston","L"
"G21","GRUMMAN","G-21A Goose","Amphibian","2","Piston","L"
"F3F","GRUMMAN","G-32 Replica","Landplane","1","Piston","L"
"WCAT","GRUMMAN","G-36 Wildcat","Landplane","1","Piston","L"
"G21","GRUMMAN","G-38 Goose","Amphibian","2","Piston","L"
"G21","GRUMMAN","G-39 Goose","Amphibian","2","Piston","L"
"G164","GRUMMAN","Ag-Cat","Landplane","1","Piston","L"
"G64T","GRUMMAN AMERICAN","Turbo Ag-Cat","Landplane","1","Turboprop","L"
"G164","GRUMMAN AMERICAN","Super Ag-Cat","Landplane","1","Piston","L"
"AA5","GRUMMAN AMERICAN","Cheetah","Landplane","1","Piston","L"
"G164","GRUMMAN AMERICAN","G-164 Ag-Cat","Landplane","1","Piston","L"
"G64T","GRUMMAN AMERICAN","G-164 Turbo Ag-Cat","Landplane","1","Turboprop","L"
"GA7","GRUMMAN AMERICAN","GA-7 Cougar","Landplane","2","Piston","L"
"AA1","GRUMMAN AMERICAN","Lynx","Landplane","1","Piston","L"
"GA7","GRUMMAN AMERICAN","Cougar","Landplane","2","Piston","L"
"G164","GRUMMAN AMERICAN","Ag-Cat","Landplane","1","Piston","L"
"AA1","GRUMMAN AMERICAN","T-Cat","Landplane","1","Piston","L"
"AA5","GRUMMAN AMERICAN","Tiger","Landplane","1","Piston","L"
"AA1","GRUMMAN AMERICAN","Tr2","Landplane","1","Piston","L"
"AA5","GRUMMAN AMERICAN","Traveler","Landplane","1","Piston","L"
"AA1","GRUMMAN AMERICAN","Trainer","Landplane","1","Piston","L"
"AA5","GRUMMAN AMERICAN","AA-5 Tiger","Landplane","1","Piston","L"
"G164","GRUMMAN AMERICAN","G-164 Super Ag-Cat","Landplane","1","Piston","L"
"AA5","GRUMMAN AMERICAN","AA-5 Cheetah","Landplane","1","Piston","L"
"AA1","GRUMMAN AMERICAN","AA-1 Trainer","Landplane","1","Piston","L"
"AA1","GRUMMAN AMERICAN","AA-1 Tr2","Landplane","1","Piston","L"
"AA1","GRUMMAN AMERICAN","AA-1 T-Cat","Landplane","1","Piston","L"
"AA1","GRUMMAN AMERICAN","AA-1 Lynx","Landplane","1","Piston","L"
"AA5","GRUMMAN AMERICAN","AA-5 Traveler","Landplane","1","Piston","L"
"MD3R","GRYF","SportRider","Landplane","1","Piston","L"
"MD3R","GRYF","Rider","Landplane","1","Piston","L"
"MD3R","GRYF","MD-3 SportRider","Landplane","1","Piston","L"
"MD3R","GRYF","MD-3 Rider","Landplane","1","Piston","L"
"G2CA","GUIMBAL","Cabri","Helicopter","1","Piston","L"
"G2CA","GUIMBAL","G-2 Cabri","Helicopter","1","Piston","L"
"AC95","GULFSTREAM AEROSPACE","695 Jetprop Commander 1000","Landplane","2","Turboprop","L"
"AC95","GULFSTREAM AEROSPACE","Jetprop Commander 1000","Landplane","2","Turboprop","L"
"AC95","GULFSTREAM AEROSPACE","Jetprop Commander 980","Landplane","2","Turboprop","L"
"AC90","GULFSTREAM AEROSPACE","Jetprop Commander 840","Landplane","2","Turboprop","L"
"AC95","GULFSTREAM AEROSPACE","695 Jetprop Commander 980","Landplane","2","Turboprop","L"
"AC90","GULFSTREAM AEROSPACE","690 Jetprop Commander 900","Landplane","2","Turboprop","L"
"AC90","GULFSTREAM AEROSPACE","690 Jetprop Commander 840","Landplane","2","Turboprop","L"
"AC90","GULFSTREAM AEROSPACE","Jetprop Commander 900","Landplane","2","Turboprop","L"
"AC95","GULFSTREAM AMERICAN","Jetprop Commander 1000","Landplane","2","Turboprop","L"
"GA7","GULFSTREAM AMERICAN","Cougar","Landplane","2","Piston","L"
"G164","GULFSTREAM AMERICAN","G-164 Ag-Cat","Landplane","1","Piston","L"
"G164","GULFSTREAM AMERICAN","G-164 Super Ag-Cat","Landplane","1","Piston","L"
"G64T","GULFSTREAM AMERICAN","G-164 Turbo Ag-Cat","Landplane","1","Turboprop","L"
"GA7","GULFSTREAM AMERICAN","GA-7 Cougar","Landplane","2","Piston","L"
"AC90","GULFSTREAM AMERICAN","Jetprop Commander 840","Landplane","2","Turboprop","L"
"AC95","GULFSTREAM AMERICAN","Jetprop Commander 980","Landplane","2","Turboprop","L"
"AA5","GULFSTREAM AMERICAN","Cheetah","Landplane","1","Piston","L"
"G164","GULFSTREAM AMERICAN","Super Ag-Cat","Landplane","1","Piston","L"
"AA1","GULFSTREAM AMERICAN","T-Cat","Landplane","1","Piston","L"
"AA5","GULFSTREAM AMERICAN","Tiger","Landplane","1","Piston","L"
"AA1","GULFSTREAM AMERICAN","Lynx","Landplane","1","Piston","L"
"AC95","GULFSTREAM AMERICAN","695 Jetprop Commander 980","Landplane","2","Turboprop","L"
"G64T","GULFSTREAM AMERICAN","Turbo Ag-Cat","Landplane","1","Turboprop","L"
"AC90","GULFSTREAM AMERICAN","Jetprop Commander 900","Landplane","2","Turboprop","L"
"AC90","GULFSTREAM AMERICAN","690 Jetprop Commander 900","Landplane","2","Turboprop","L"
"AA1","GULFSTREAM AMERICAN","AA-1 Lynx","Landplane","1","Piston","L"
"AC90","GULFSTREAM AMERICAN","690 Jetprop Commander 840","Landplane","2","Turboprop","L"
"G164","GULFSTREAM AMERICAN","Ag-Cat","Landplane","1","Piston","L"
"AC95","GULFSTREAM AMERICAN","695 Jetprop Commander 1000","Landplane","2","Turboprop","L"
