"CHE_CODI","B145_CODI","ORG_NABREV","ORG_NOME","CHE_DATA","CHE_VALID","ORG_ENDER","ORG_COMPL","ORG_CIDADE","ORG_ESTADO","ORG_CEP","ORG_FONEAREA","ORG_FONE","ORG_SITE","ORG_EMAIL","PAIS_NOME","B145_ADM","B145_TIPO","B145_STATUS","ORGP_SIGLA","ORGP_NOME","URL_CHE","URL_EO"
"0304-02/ANAC","0000000049","APUÍ MANAUS","APUÍ TÁXI AÉREO LTDA","01/11/2021","","AV. SANTOS DUMONT 1350 AER. INT. EDUARDO GOMES - TPS II - CP 3539","","MANAUS","AM","69092-970","92","3652-1170","","apuitaxiaereo@yahoo.com.br, gbboas@hotmail.com,  apui@uol.com.br, vitorapui@yahoo.com.br, sgso@voeapui.com.br, apuiopr@gmail.com","Brasil","S","P","V","APUÍ","APUÍ TÁXI AÉREO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0304-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001125.pdf"
"9608-02/ANAC","0000000050","ARISTEK","ARISTEK COMÉRCIO AERONÁUTICO - EIRELI","01/11/2021","","AVENIDA OLAVO FONTOURA 386","","SÃO PAULO","SP","02012-020","11","2224-4355","www.aristek.com.br","aristek@aristek.com.br,ctm1@aristek.com.br","Brasil","S","P","V","ARISTEK","ARISTEK COMÉRCIO AERONÁUTICO - EIRELI","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9608-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-000079.pdf"
"0601-01/ANAC","0000000051","ARIZONA BASE ADMINISTRATIVA","ARIZONA TÁXI AÉREO LTDA","","","Av Borges Leal 1573A    B. Santa Clara ","","Santarém","PA","68005-130","93","3523-5301","","arizonataxiaereo@yahoo.com.br","Brasil","S","","C","ARIZONA","ARIZONA TÁXI AÉREO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0601-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001127.pdf"
"0601-01/ANAC","0000000052","ARIZONA SÃO JOSÉ","ARIZONA TÁXI AÉREO LTDA","","","RODOVIA BR 163 CUIABÁ – SANTARÉM KM 17 AERÓDROMO SÃO JOSÉ","","SANTARÉM","PA","68025-710","93","3596-3000","","arizonataxiaereo@yahoo.com.br,penna145@yahoo.com.br","Brasil","N","P","C","ARIZONA","ARIZONA TÁXI AÉREO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0601-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001128.pdf"
"9605-01/ANAC","0000000053","AS AVIONICS","AS AVIONICS SERVICES S.A.","01/11/2021","","Rua Tianguá 136 Vila Mascote   ","","SÃO PAULO","SP","04363-100","11","5031-7899","www.avionics.com.br","avionics@avionics.com.br,jose.henrique@avionics.com.br","Brasil","S","P","V","AS AVIONICS","AS AVIONICS SERVICES S.A.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9605-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001129.pdf"
"8604-01/ANAC","0000000054","ASFI","ASFI-EMPREENDIMENTOS COMÉRCIAIS E INDUSTRIAIS LTDA","01/11/2021","","Rod. GO 070 Km 05 - Aeródromo Nacional de Aviação - Saída p/ Inhumas","","Goiânia","GO","74480-000","62","3597-2964","","asfimanuthelicopteros@hotmail.com","Brasil","S","P","S","ASFI","ASFI-EMPREENDIMENTOS COMÉRCIAIS E INDUSTRIAIS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8604-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001130.pdf"
"8002-01/ANAC","0000000055","ASTRONIC RIO DE JANEIRO","ASTRONIC SERVIÇOS AERONÁUTICOS EIRELI","01/11/2021","","Av. Nazaré nº 2464 - Anchieta","","RIO DE JANEIRO","RJ ","21645-010","21","3339-4132","www.astronic.com.br","qualidade@astronic.com.br","Brasil","S","P","V","ASTRONIC","ASTRONIC SERVIÇOS AERONÁUTICOS EIRELI","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8002-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001131.pdf"
"8002-01/ANAC","0000000056","ASTRONIC CARAPICUÍBA","ASTRONIC SERVIÇOS AERONÁUTICOS EIRELI","01/11/2021","","Rua Fortunato Grilenzoni nº 417","","CARAPICUÍBA","SP","06333-230","","","","comercial@astronic.com.br","Brasil","N","S","C","ASTRONIC","ASTRONIC SERVIÇOS AERONÁUTICOS EIRELI","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8002-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001132.pdf"
"9611-03/ANAC","0000000057","ATC RIO DE JANEIRO","ATC - AERONAVES TURBINAS E COMPONENTES LTDA","01/11/2021","","Estrada Rio do Pau nº 2066 - Pavuna","","RIO DE JANEIRO","RJ ","21655-180","21","2455-3199","","atc-engenharia@veloxmail.com.br","Brasil","S","P","S","ATC","ATC - AERONAVES TURBINAS E COMPONENTES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9611-03_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001133.pdf"
"7501-05/ANAC","0000000058","ATLANTA SALVADOR","ATLANTA MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","Aeroporto Internacional de Salvador Deputado Luis Eduardo Magalhaes s/n HANGAR DA ABAETE","","Salvador","BA","41520-970","71","3377-2555","","alan@abaete.com.br e agustin@abaete.com.br","Brasil","S","P","V","ATLANTA","ATLANTA MANUTENÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-7501-05_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001134.pdf"
"0710-03/ANAC","0000000059","ATM CAMPO GRANDE","ATM MANUTENÇÃO DE AERONAVES E TURBINAS LTDA","01/11/2021","","Av. Duque de Caxias nº 4355 Hangar Gensa - Aer. Intern. de Campo Grande","","CAMPO GRANDE","MS","79100-400","67","2106-7210","www.atm.aero","laion.santos@atm.aero, engenharia@atmmro.com.br, laiongaspar@gmail.com, atm@atm.aero, gustavo.moreira@jazzaero.com.br","Brasil","S","P","V","ATM","ATM MANUTENÇÃO DE AERONAVES E TURBINAS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0710-03_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001135.pdf"
"9507-02/ANAC","0000000060","AV BELO HORIZONTE","AV. AERONÁUTICA DE MANUTENÇÃO EM ACESSÓRIOS LTDA","01/11/2021","","RUA JUDITH BINATTI Nº 68 – BAIRRO LIBERDADE","","BELO HORIZONTE","MG","31270-250","31","2138-1000","www.avaeronautica.com.br","rafael.otoni@avaeronautica.com.br","Brasil","S","P","V","AV AERONÁUTICA","AV. AERONÁUTICA DE MANUTENÇÃO EM ACESSÓRIOS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9507-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001136.pdf"
"9507-02/ANAC","0000000061","AV SÃO PAULO","AV. AERONÁUTICA DE MANUTENÇÃO EM ACESSÓRIOS LTDA","01/11/2021","","Rua Ciridião Durval nº 138","","SÃO PAULO","SP","04360-020","11","3881-5666","www.avaeronautica.com.br","rafael.otoni@avaeronautica.com.br","Brasil","N","S","V","AV AERONÁUTICA","AV. AERONÁUTICA DE MANUTENÇÃO EM ACESSÓRIOS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9507-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001137.pdf"
"","0000000062","AV-AIR GUARULHOS","AV-AIR MANUTENÇÃO E COMÉRCIO DE COMPONENTES AERONÁUTICOS LTDA","","","RUA INCINÉIA 3","","GUARULHOS","SP","07150-080","11","6467-9621","av-air.net","","Brasil","S","P","C","AV-AIR","AV-AIR MANUTENÇÃO E COMÉRCIO DE COMPONENTES AERONÁUTICOS LTDA"," "," "
"9401-01/ANAC","0000000063","AVIATION CENTER JACAREPAGUÁ","AVIATION CENTER COMÉRCIO  E SERVIÇOS LTDA","01/11/2021","","Av. Ayrton Senna nº 2541 - Barra da Tijuca","","RIO DE JANEIRO","RJ","22775-002","21","3511-9800","www.aviationcenter.com.br","peixoto@aviationcenter.com.br","Brasil","S","P","V","AVIATION CENTER","AVIATION CENTER COMÉRCIO  E SERVIÇOS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9401-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001139.pdf"
"0803-41/ANAC","0000000064","AVIO CORP SÃO PAULO","AVIO CORP EQUIPAMENTOS AERONÁUTICOS LTDA.","01/11/2021","","Av. Onófrio Milano 186","Heliponto Helicidade - Jaguaré","São Paulo","SP","05348-030","11","3767-3522","www.aviocorp.com.br","","Brasil","S","P","S","AVIO CORP","AVIO CORP EQUIPAMENTOS AERONÁUTICOS LTDA.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0803-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001057.pdf"
"0208-02/ANAC","0000000065","AVITRON","AVITRON COMÉRCIO E SERVIÇOS AERONÁUTICOS","01/11/2021","","Rua Monsenhor Basílio Pereira 131","Bairro Jabaquara","SÃO PAULO","SP","04343-090","11","5031-1300","www.avitron.com.br","josemirara@avitron.com.br","Brasil","S","P","X","AVITRON","AVITRON COMÉRCIO E SERVIÇOS AERONÁUTICOS","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0208-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001141.pdf"
"0503-01/ANAC","0000000066","AWA","AWA MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","Rod. BR 070 Km 378 - Caixa Postal 001","","Campo Verde","MT","78840-000","66","3419-2298","","william@awama.com.br, awa@awama.com.br, srmrt@awama.com.br, sgso@awama.com.br","Brasil","S","P","V","AWA","AWA MANUTENÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0503-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001142.pdf"
"0305-03/ANAC","0000000067","BABURICH","BABURICH FLY ASSESSORIA AÉREA LTDA","01/11/2021","","VIA DE ACESSO CMTE. CÉSAR ALBUQUERQUE ALMEIDA HANGAR 12","","Americana","SP","13479-302","19","4111-0135/0136 ","","baburich@globo.com,ctmbaburich@globomail.com","Brasil","S","P","V","BABURICH","BABURICH FLY ASSESSORIA AÉREA LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0305-03_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001143.pdf"
"0610-05/ANAC","0000000068","BAENSPA RIO DE JANEIRO","BASE AERONAVAL DE SÃO PEDRO DA ALDEIA","01/11/2021","","RUA COMANDANTE ITURIEL S/Nº BAIRRO FLUMINENSE","","SÃO PEDRO DA ALDEIA","RJ","28940-000 ","22","2621-4205/2105-2772/","","ajurt@banspa.mar.mil.br","Brasil","S","P","S","BAeNSPA","BASE AERONAVAL DE SÃO PEDRO DA ALDEIA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0610-05_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001144.pdf"
"7803-01/ANAC","0000000069","BATA SALVADOR","BATA – BAHIA TÁXI AÉREO LTDA","01/11/2021","","Aeroporto Internacional Deputado Luis Eduardo Magalhaes s/n HANGAR DA BATA","","Salvador","BA","41510-045","71","3377-2896","","bata@terra.com.br","Brasil","S","P","S","BATA","BATA – BAHIA TÁXI AÉREO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-7803-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001145.pdf"
"9608-01/ANAC","0000000071","CHC MACAÉ","CHC DO BRASIL TÁXI AÉREO S.A","01/11/2021","","Av. Engenheiro Antônio Carlos Junqueira de Morais nº 979 - Imburro","","MACAÉ","RJ","27970-000","22","2105-2773","","aeronavegabilidadebhs@chc.ca","Brasil","N","S","V","CHC DO BRASIL","CHC DO BRASIL TÁXI AÉREO S.A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9608-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001147.pdf"
"7709-02/ANAC","0000000072","BMA","BMA - BIRIGUI MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","Avenida Antonio Berthola nº 395","Hangar 02 Bairro Jardim Aeroporto","Guararapes","SP","16700-000","18","996605757,36062010","","bmaaeronaves.diretoria@gmail.com,srm@daaviacao.com.br,bma.srm@gmail.com","Brasil","S","P","V","BMA","BIRIGUI MANUTENÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-7709-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001148.pdf"
"0805-61/ANAC","0000000073","BLUE SKY","BLUE SKY MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","Rua dos Hangares 55 Aeroporto Municipal Distrito Industrial","","Primavera do Leste","MT","78850-000","66","3498-6372","","jdpereira@globo.com,blueskyaer@hotmail.com","Brasil","S","P","V","BLUE SKY","BLUE SKY MANUTENÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0805-61_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001149.pdf"
"","0000000074","BRASITEST","BRASITEST LTDA","","","RUA COLUMBUS 282","","SÃO PAULO","SP","05304-010","11","3835-8822","www.brasitest.com.br","","Brasil","S","P","C","BRASITEST","BRASITEST LTDA"," "," "
"9203-01/ANAC","0000000075","BRATA","BRATA - BRASÍLIA TRANSPORT E MANUT. AERONÁUTICA S/A","01/11/2021","","Aeroporto Internacional de Brasília - Setor de Hangares - Hangar N.º 23/24","","Brasília","DF","71608-900","61","3365-1121","","bratamanutencao@bol.com.br","Brasil","S","P","S","BRATA","BRATA - BRASÍLIA TRANSPORT E MANUT. AERONÁUTICA S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9203-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001151.pdf"
"0811-61/ANAC","0000000076","CMA","CENTRO OESTE MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","Avenida Francisco Valois s/n. Hangar 1 Setor Industrial","Aeroporto Civil de Anápolis ","Anápolis","GO","75104-280","62","3314-1272/9272-2206","www.cmaaviacao.com.br","ctm@cmaaviacao.com.br","Brasil","S","P","V","CMA","CENTRO OESTE MANUTENÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0811-61_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001152.pdf"
"9711-05/ANAC","0000000077","UIRAPURU FORTALEZA","UIRAPURU SERVIÇOS AERONÁUTICOS LTDA.","01/11/2021","","Praça Brigadeiro Eduardo Gomes s/n Aeroporto Pinto Martins - HANGAR CELSO TINOCO NETO","","Fortaleza","CE","60420-290","85","3272-5511","","mntusa-uirapuru@hotmail.com,fabioaguiarpessoa@hotmail.com","Brasil","S","P","V","UIRAPURU","UIRAPURU SERVIÇOS AERONÁUTICOS LTDA.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9711-05_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001153.pdf"
"0802-61/ANAC","0000000078","CHC","CHC TÁXI AÉREO LTDA","01/11/2021","","Aeroporto Internacional Mal. Rondon Hangar CHC","","Várzea Grande","MT","78110-973","65","3688-9911","","chcmanutencao@hotmail.com","Brasil","S","P","S","CHC","CHC TÁXI AÉREO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0802-61_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001154.pdf"
"8608-03/ANAC","0000000079","CHEYENNE ATIBAIA","CHEYENNE MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","AEROPORTO OLAVO AMORIM SILVEIRA - HANGAR 7","","ATIBAIA","SP","12942-481","11","4412-6819","","rt@cheyenneaero.com.br","Brasil","S","P","V","CHEYENNE","CHEYENNE MANUTENÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8608-03_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001155.pdf"
"7710-01/ANAC","0000000080","COMAF RIO DE JANEIRO","COMAF INDUSTRIA AERONAUTICA LTDA","01/11/2021","","Estrada Capenha nº 913 - Jacarepaguá","","RIO DE JANEIRO","RJ","22743-041","21","3266-5200","www.comaf.ind.br","marco@comaf.ind.br","Brasil","S","P","V","COMAF","COMAF INDUSTRIA AERONAUTICA LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-7710-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001156.pdf"
"8103-01/ANAC","0000000081","BRASIL AVIATION ESCOLINHA","BRASIL AVIATION TÁXI AÉREO EIRELI ME","01/11/2021",""," Aeródromo Brigadeiro Eppinghaus Lotes 10 e 20A - Rodovia GO-070 Km 05 Goiânia","Escolinha de Aviação","Goiânia","GO","74.465-539","62","35958252","","srm@brasilaviation.com.br, engenharia@brasilaviation.com.br, johnatan@engineer.com, sgso@brasilaviation.com.br","Brasil","S","P","V","BRASIL AVIATION","BRASIL AVIATION TAXI AEREO EIRELI","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8103-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001157.pdf"
"8804-02/ANAC","0000000082","COMPOENDE","COMPOENDE - SERVIÇOS ESPECIALIZADOS LTDA","01/11/2021","","Av. dos Ipês Nº 391","Flor do Vale","TREMEMBÉ","SP","12120-000","12","3672-1911","www.compoende.com.br","compoende@compoende.com.br,comercial@compoende.com.br","Brasil","S","P","V","COMPOENDE","COMPOENDE AERONÁUTICA LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8804-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001158.pdf"
"9012-08/ANAC","0000000084","CONAL AVIONICS","CONAL AVIONICS ELETRÔNICA DE AERONAVES LTDA.","01/11/2021","","AVENIDA ISALTINO GUANABARA RODRIGUES DA COSTA 1600","","SOROCABA","SP","18065-480","15","3223-1999","www.conalavionics.com.br","tabiomelo@gmail.com","Brasil","S","P","V","CONAL AVIONICS","CONAL AVIONICS ELETRÔNICA DE AERONAVES LTDA.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9012-08_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-000092.pdf"
"9012-08/ANAC","0000000085","CONAL AVIONICS RONDONOPOLIS","CONAL AVIONICS ELETRÔNICA DE AERONAVES LTDA","01/11/2021","","Aeroporto Maestro Marinho Franco Hangar H24 Service Rodovia BR 163 km 101","","Rondonópolis","MT","78720070","15","3223-1999","","isamu@voecentral.com.br","Brasil","N","","C","CONAL AVIONICS","CONAL AVIONICS ELETRÔNICA DE AERONAVES LTDA.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9012-08_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001161.pdf"
"7505-02/ANAC","0000000086","CONAL","CONAL CONSTRUTORA NACIONAL DE AVIÕES LTDA.","01/11/2021","","AVENIDA SANTOS DUMONT 1001 ","","SOROCABA","SP","18065-290","15","3313-9500","www.conal.com.br","resp.tecnico@conal.com.br,wilson@conal.com.br,cesar@conal.com.br,tecnico@conal.com.br","Brasil","S","P","V","CONAL","CONAL CONSTRUTORA NACIONAL DE AVIÕES LTDA.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-7505-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-000230.pdf"
"8103-02/ANAC","0000000087","CONTE","CONTE AERO LTDA","01/11/2021","","Rod. BR 060 Km 398 Lote 3 Ala Sul - Aeroporto de Rio Verde","","Rio Verde","GO","75901-970","64","3623-2094","","conteaero@hotmail.com, luipaulao@hotmail.com, hsadvogado@gmail.com","Brasil","S","P","V","CONTE","CONTE AERO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8103-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001163.pdf"
"9907-05/ANAC","0000000088","CORRÊA FORTALEZA","CORRÊA AVIAÇÃO MANUTENÇÃO DE AERONAVES LTDA.","01/11/2021","","Rua Seridião Montenegro 270 Loteamento Siqueira","","Fortaleza","CE","60732-541","85","8738-2667","","correaaviacaoltda@ig.com.br","Brasil","S","P","S","CORRÊA","CORRÊA AVIAÇÃO MANUTENÇÃO DE AERONAVES LTDA.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9907-05_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001164.pdf"
"0502-01/ANAC","0000000089","CRUISER VÁRZEA GRANDE","CRUISER LINHAS AÉREAS LTDA","01/11/2021","","Aeroporto Internacional Marechal Cândido Rondon - Av. João Ponce de Arruda s/n ","","Várzea Grande","MT","78110-100","65","4009-2130","www.aircruiser.com.br","","Brasil","S","P","S","CRUISER","CRUISER LINHAS AÉREAS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0502-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001165.pdf"
"0004-01/ANAC","0000000090","CRUZEIRO SUL - SÃO PAULO","CRUZEIRO DO SUL AVIAÇÃO LTDA","01/11/2021","","Rua Lucrecia Maciel 91-95 Vila Guarani","","SÃO PAULO","SP","04314-130","11","5034-7328","cruzeirodosul-av.com.br","barreto@cdsmro.com,haroldo@cdsav.com.br,ctm@cdsav.com.br","Brasil","S","P","V","CRUZEIRO SUL","CRUZEIRO DO SUL AVIAÇÃO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0004-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001166.pdf"
"9710-01/ANAC","0000000091","DA AVIAÇÃO BIRIGUI","DA AVIAÇÃO LTDA","01/11/2021",""," Rua José Fonzar 2263","","BIRIGUI","SP","16200-000","18","3642-5048","","d.a.aviacao@terra.com.br","Brasil","S","P","V","DA AVIAÇÃO","DA AVIAÇÃO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9710-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001167.pdf"
"0802-63/ANAC","0000000092","EMC","EMPRESA MATOGROSSENSE DE COMPONENTES / DANIEL ROGÉRIO ZARAMELO PINHO SE SV COM AER","01/11/2021","","RUA DOS HANGARES Nº 385 DISTRITO INDUSTRIAL","EROPORTO MUNICIPAL DE PRIMAVERA DO LESTE","PRIMAVERA DO LESTE","MT","78850-000","66","3497-3815  ","www.emccomponentes.com.br","emccomponentes@yahoo.com.br , emccomponentes@gmail.com, conradopinhojunior@gmail.com, jpdafe@hotmail.com","Brasil","S","P","V","EMC","DANIEL ROGÉRIO ZARAMELO PINHO SE SV COM AER","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0802-63_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001168.pdf"
"0810-01/ANAC","0000000093","DEZ OSASCO","DEZ - MANUTENÇÃO AERONÁUTICA LTDA","01/11/2021","","Rua Ana Zozi Toni 309","Presidente Altino","OSASCO","SP","06210-050","","","","adaumir@10aeronautica.com.br, everton@10aeronautica.com.br","Brasil","S","P","V","DEZ","DEZ - MANUTENÇÃO AERONÁUTICA LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0810-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001169.pdf"
"9708-02/ANAC","0000000094","DIAMOND","DIAMOND AVIAÇÃO LTDA","01/11/2021","","Av. Santos Dumont 1317 - Santa Genoveva","","Goiânia","GO","74672-420","62","3515-9900","www.diamondaviacao.com.br","diretoria@diamondaviacao.com.br, controletecnico@diamondaviacao.com.br, geisa.sousa@diamondaviacao.com","Brasil","S","P","V","DIAMOND","DIAMOND AIRCRAFT INDUSTRIES","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9708-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001170.pdf"
"9912-01/ANAC","0000000095","DIGEX SJK","DIGEX AIRCRAFT MAINTENANCE S/A","01/11/2021","","AEROP. PROF. URBANO ERNESTO STUMPF AV. BRIG. FARIA LIMA S/N – JARDIM MARTIN SERERÊ","","SÃO JOSÉ DOS CAMPOS","SP","12227-000","12","3904-3500","www.digex.com.br","pak.ki@digex.com.br, alvaro.pereira@digex.com.br","Brasil","S","P","V","DIGEX","DIGEX AIRCRAFT MAINTENANCE S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9912-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001171.pdf"
"9912-01/ANAC","0000000096","DIGEX GUARULHOS","DIGEX AIRCRAFT MAINTENANCE S/A","01/11/2021","","Av Jamil Joao Zarif s/n - remota central 1 e 3","","GUARULHOS","SP","07141-900","11","2412-9906/2445-2438","","","Brasil","N","","X","DIGEX","DIGEX AIRCRAFT MAINTENANCE S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-9912-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001172.pdf"
"8707-04/ANAC","0000000097","SCODA AERONÁUTICA","SCODA AERONÁUTICA FABRICAÇÃO COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DE AERONAVES SERVIÇOS DE MANUTENÇÃO","01/11/2021","","Estrada Municipal IPN 020 Km 01 s/nº ","Bairro Rural ","IPEÚNA","SP","13537-000","19","3576-1292","","eschmidt@scodaero.com.br","Brasil","S","P","V","SCODA AERONÁUTICA","SCODA AERONÁUTICA FABRICAÇÃO COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DE AERONAVES SE","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-8707-04_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001173.pdf"
