codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
80490;A-012/CENIPA/2022 - 01;2023-03-23;2023-04-10;2023-08-09;Atuar junto à Pachu Aviação Agrícola Ltda., no sentido de avaliar a maturidade do seu Sistema de Segurança Operacional (SGSO), a fim de que os eventuais gerenciamentos de risco a serem feitos pelos pilotos, durante as operações aeroagrícolas, produzam os resultados esperados.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80483;A-006/CENIPA/2022 - 01;2024-03-13;2024-03-15;2024-05-10;Atuar junto à Soldeira Aviação Agrícola, no sentido de garantir a adequabilidade de suas operações aos requisitos estabelecidos no RBAC 137, notadamente no que se refere à utilização de áreas de pouso para o uso aeroagrícola, às condições técnicas de suas aeronaves e ao gerenciamento do risco das operações.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80478;A-004/CENIPA/2022 - 01;2024-03-19;2024-03-20;2024-06-24;Divulgar o conteúdo deste Relatório às Organizações de Manutenção habilitadas nos modelos de aeronaves da família Ipanema, de modo a alertar para a necessidade de que as Diretrizes de Aeronavegabilidade e Boletins de Serviço afetos à inspeção das asas sejam cumpridos com plena adesão ao preconizado nas publicações técnicas, utilizando- se dos equipamentos adequados, do padrão de calibração previsto e pessoal capacitado, com vistas às boas práticas de manutenção.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80478;A-004/CENIPA/2022 - 02;2024-03-19;2024-03-20;2024-06-24;Atuar junto à Organização de Manutenção João Martins Manutenção de Aeronaves Ltda.,no sentido de garantir a adequação e a qualidade dos serviços de manutenção realizados, em especial no que se refere ao cumprimento de Boletins de Serviço aplicáveis aos modelos de aeronave que é autorizada a inspecionar.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80478;A-004/CENIPA/2022 - 03;2024-03-19;2024-03-20;2024-05-03;Realizar ações de promoção da segurança operacional para Mecânicos de Manutenção Aeronáutica e Organizações de Manutenção do segmento aeroagrícola, objetivando divulgar e fomentar a cultura de preenchimento dos Reportes de Dificuldades em Serviços.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80475;A-005/CENIPA/2022 - 01;2023-11-22;2023-11-27;2024-07-25;"Divulgar os ensinamentos colhidos nesta investigação aos operadores/mantenedores das aeronaves modelos AT-300/301/302/400A/401 equipadas com trem de pouso principal 40007-3; AT-501/502/503A equipadas com trem de pouso principal 40086-1; e AT- 300/301/302/400A/401/402/402A equipadas com trem de pouso principal 40058-2, buscando alertá-los sobre a necessidade do adequado cumprimento do programa de manutenção da aeronave, particularmente, quanto ao Tempo Limite de Vida (TLV) das molas do trem de pouso principal, em consonância com os parâmetros estabelecidos pela Service Letter nº 104 (SL #104) da Air Tractor.";ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80471;A-002/CENIPA/2022 - 01;2024-04-27;2024-05-06;2024-09-17;Atuar junto à Organização de Manutenção (OM) Balsas Manutenção de Aeronaves Ltda.,a fim de que ela efetue adequadamente as ações de manutenção, especificamente no quese refere aos magnetos Teledyne Continental Motors, modelos S6LN-1208, Part Number10-349290-1 e S6LN-1209, Part Number 10-349310-1, executando todos os procedimentosem conformidade com as documentações de manutenção dos fabricantes da aeronaveEMB-203 e dos magnetos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80471;A-002/CENIPA/2022 - 02;2024-04-27;2024-05-06;2024-09-17;Atuar junto à Organização de Manutenção (OM) Balsas Manutenção de Aeronaves Ltda., para que a OM execute corretamente os processos de registros de manutenção, observando fielmente a legislação da ANAC afeta ao cumprimento de DA, atualizandocorretamente o Mapa Informativo de Controle de Diretrizes de Aeronavegabilidade de Célula das aeronaves para as quais esteja certificada.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80471;A-002/CENIPA/2022 - 03;2024-04-27;2024-05-06;2024-09-17;Divulgar os ensinamentos colhidos na presente investigação às Organizações de Manutenção certificadas para realizar serviços nos motores modelo Textron Lycoming IO- 540-K1J5, com a finalidade de alertá-las quanto aos riscos associados à execução de serviços de manutenção sem a fiel observância das publicações dos fabricantes das aeronaves, normas e regulamentos, bem como as suas atualizações.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80468;I-149/CENIPA/2021 - 01;2023-03-23;2023-04-11;2023-08-10;Atuar sobre o operador aeroportuário de SBSV, a fim de que seja refeito o estudo sobre as capacidades nos procedimentos de pushback e táxi do aeródromo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80468;I-149/CENIPA/2021 - 02;2023-03-23;2023-04-11;2023-05-25;Realizar treinamento com os operadores da TWR-SV, enfatizando a importância da utilização das câmeras de vigilância e da necessidade da informação de tráfegos essenciais locais, possibilitando a correta utilização da carta PDC 1 de SBSV, diante de táxis simultâneos de aeronaves com diversas categorias de envergadura.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
80468;I-149/CENIPA/2021 - 03;2023-03-23;2023-04-11;2023-05-25;Analisar, em coordenação com o operador aeroportuário de SBSV, a necessidade de modificar o Modelo Operacional da TWR-SV, revisando as informações sobre utilização da taxiway J3, J2 e J4 pelas aeronaves categoria C ou superiores.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
80452;A-152/CENIPA/2021 - 01;2024-11-18;2024-11-18;2024-11-18;Atuar junto à Vale do Paranapanema Aviação Agrícola Ltda., a fim de que a empresaaprimore seus métodos de supervisão gerencial e gerenciamento do risco das operações, com vistas à correta identificação de perigos e adoção das respectivas mitigações, conforme preconiza a seção 137.215, do RBAC 137, objetivando incrementar o nível de segurança operacional de suas operações.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80445;A-145/CENIPA/2021 - 01;2023-12-29;2024-01-11;2024-04-25;Atuar junto à SOMA - Serviços Oficina e Manutenção Aeronáutica Ltda. (COM nº 9809-01/ANAC), no sentido de que aquela organização demonstre que os processos relacionados a supervisão gerencial das atividades de planejamento, execução e controle,estão devidamente implantados e garantam a qualidade dos serviços executados.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80444;A-147/CENIPA/2021 - 01;2023-11-01;2023-11-01;2025-01-17;Divulgar os ensinamentos colhidos nesta investigação à Aero Agrícola Vargas Ltda., a fimde que aquela Empresa possa realizar ações de promoção da segurança operacional,objetivando assegurar que os perigos associados às suas operações sejam identificados eas mitigações propostas sejam suficientes para a garantia da segurança operacional.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80440;A-144/CENIPA/2021 - 01;2024-03-26;2024-04-01;2024-10-25;Atuar junto à empresa Estiva Aviação Agrícola Ltda., a fim de que aquele operador aperfeiçoe os serviços de manutenção e de conservação executados em suas aeronaves, visando garantir o cumprimento das orientações constantes no Manual de Serviços do fabricante.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80419;A-137/CENIPA/2021 - 01;2024-10-03;2024-10-03;NULL;Divulgar os ensinamentos colhidos neste Relatório às Organizações de Manutenção que possuam em suas Especificações Operativas aeronaves modelos EMB-200, EMB-201, EMB-202, EMB-203 e variações, objetivando alertar essas Organizações sobre anecessidade de que as Diretrizes de Aeronavegabilidade e os Boletins de Serviço afetos à inspeção das asas sejam cumpridos com elevados padrões de qualidade, utilizando-se dos equipamentos e padrões de calibração previstos.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80419;A-137/CENIPA/2021 - 02;2024-10-03;2024-10-03;NULL;Divulgar os ensinamentos colhidos neste Relatório aos operadores de aeronaves Ipanema, de modo que eles reconheçam a importância de respeitarem, estritamente, todos os limites de operação, em especial durante os procedimentos de alijamento de carga.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80419;A-137/CENIPA/2021 - 03;2024-10-03;2024-10-03;NULL;Avaliar a atualização dos procedimentos previstos na Diretriz de Aeronavegabilidade nº 2017-05-02, buscando sanar eventuais falhas de periodicidade ou de cumprimento deficiente ou insuficiente dos procedimentos previstos para a inspeção de verificação da longarina das semiasas.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80419;A-137/CENIPA/2021 - 04;2024-10-03;2024-10-03;NULL;Assegurar que a Organização de Manutenção D.A - Aviação Ltda. (COM 9710-01/ANAC) executa o Ensaio Não Destrutivo (END) pelo método Eddy-Current com a correção e o nível de qualidade necessários para identificar o surgimento de trincas nas longarinas das asas das aeronaves Ipanema.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80419;A-137/CENIPA/2021 - 05;2024-10-03;2024-10-03;NULL;Assegurar que a Organização de Manutenção Aerocenter Manutenção Aeronáutica e peças Ltda. (COM 1308-43/ANAC) executa as tarefas previstas no BS 200-057-A007, nas inspeções de “100 horas”, com a correção e o nível de qualidade necessários paraidentificar trincas e corrosões nas longarinas das asas das aeronaves Ipanema.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80418;A-138/CENIPA/2021 - 01;2024-12-19;2024-12-23;NULL;Atuar junto à Aeroagrícola Chapadão Ltda., no sentido de que aquele operador estabeleçamecanismos de supervisão capazes de identificar alterações em componentes da aeronave, mais especificamente, aqueles relacionados ao sistema de alimentação de combustível.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80380;A-127/CENIPA/2021 - 01;2023-09-22;2023-10-09;2024-02-01;Atuar junto ao Centro de Instrução de Aviação Civil (CIAC) do Aeroclube de São Paulo, no sentido de garantir a adequação de seu Programa de Instrução do Curso Prático de Piloto Privado de Avião (PPA), notadamente no que se refere ao planejamento dos exercícios previstos para as missões consideradas como “voo solo”.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80380;A-127/CENIPA/2021 - 03;2023-09-22;2023-10-09;2024-02-01;Divulgar os ensinamentos colhidos nesta investigação ao Centro de Instrução de AviaçãoCivil (CIAC) do Aeroclube de São Paulo, a fim de que os instrutores e alunos daquele CIAC reconheçam desvios e atuem no sentido de descontinuar aproximações não estabilizadas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80369;A-121/CENIPA/2021 - 01;2023-05-15;2023-05-16;2023-05-19;Divulgar os ensinamentos colhidos nesta investigação às empresas que operam segundo os requisitos estabelecidos no RBAC 135, a fim de promover o incremento da cultura de Segurança Operacional e o gerenciamento do risco.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80369;A-121/CENIPA/2021 - 02;2023-05-15;2023-05-16;2023-09-12;Realizar gestões junto ao DECEA, no sentido harmonizar os requisitos do RBAC 154, naquilo que diz respeito à instalação de auxílios à navegação, com os requisitos da ICA 63-18.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80369;A-121/CENIPA/2021 - 03;2023-05-15;2023-05-16;2023-08-09;Realizar gestões junto à ANAC, no sentido harmonizar os requisitos da ICA 63-18, naquilo que diz respeito à instalação de auxílios à navegação, com os requisitos do RBAC 154.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
80369;A-121/CENIPA/2021 - 04;2023-05-15;2023-05-16;2023-08-09;Realizar gestões junto à Companhia Energética de Minas Gerais S.A. (CEMIG), de modo a sinalizar, em caráter excepcional, a linha de transmissão de 69 kV no trecho correspondente ao prolongamento da pista 02 de SNCT.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
80369;A-121/CENIPA/2021 - 05;2023-05-15;2023-05-16;2023-06-21;Avaliar, em coordenação com o DECEA, o estabelecimento de requisitos de sinalização de redes de transmissão e de distribuição nos arredores de aeródromos, notadamente daqueles situados em regiões com relevo acidentado, com vistas à prevenção de acidentes aeronáuticos.;NÃO ADOTADA;ANEEL;AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA
80367;A-122/CENIPA/2021 - 01;2023-04-17;2023-04-25;2023-07-24;Atuar junto à Cabaça Aviação Agrícola a fim de que o processo relativo ao GRSO previsto no MGSO dessa empresa seja revisado, de modo a, previamente, mitigar os riscos da operação, com atenção às possíveis variações no comprimento das áreas de pouso para uso aeroagrícola e uso inadequado dos flapes.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80361;A-123/CENIPA/2021 - 01;2023-05-31;2023-05-31;2023-09-15;Reforçar a atuação junto à Pachu Aviação Agrícola Ltda., no sentido de identificar se aquele operador é capaz de demonstrar que os seus processos de supervisão gerencial asseguram o adequado levantamento dos riscos e ameaças relacionadas às operações conduzidas, avaliando o nível de maturidade do Sistema de Gerenciamento da Segurança Operacional dessa empresa aérea.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80349;A-117/CENIPA/2021 - 01;2023-04-17;2023-04-25;2023-12-27;Atuar junto ao Centro de Instrução de Aviação Civil (CIAC) do Aeroclube de Fernandópolis, a fim de verificar o cumprimento, por parte daquele operador, das medidas previstas em seu Manual de Gerenciamento de Segurança Operacional (MGSO), em especial, aquelas relativas à identificação, avaliação e mitigação dos riscos afetos à operação em aeródromos privados.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80328;A-113/CENIPA/2021 - 01;2023-09-22;2023-10-09;2024-02-01;Atuar junto à Aerobras Aviação Peças e Serviços Ltda., Certificado de Organização de Manutenção (COM) nº 0810-61/ANAC, no sentido de que aquela OM demonstre que os seus processos de execução e supervisão gerencial garantem a qualidade da execução e da supervisão técnica dos serviços realizados nos motores que ela mantém.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80328;A-113/CENIPA/2021 - 02;2023-09-22;2023-10-09;2024-02-01;Atuar junto à Ramos Manutenção Aeronáutica Ltda., Certificado de Organização de Manutenção (COM) nº 0909-61/ANAC, a fim de que aquela OM demonstre que os seus processos de execução e supervisão gerencial garantem a qualidade da execução e da supervisão técnica dos serviços realizados nas aeronaves que ela mantém.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80314;A-110/CENIPA/2021 - 01;2023-12-29;2024-01-04;2024-03-12;Atuar junto à Brasil Vida Táxi Aéreo Ltda., a fim de verificar se o operador da aeronave atende às instruções e procedimentos estabelecidos na Instrução Suplementar (IS) Nº 135-005 que versa sobre “Operação Aeromédica Realizada por Operadores Aéreos Regidos pelo RBAC nº 135”, em especial as instruções específicas sobre peso e balanceamento descritas na referida IS.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80314;A-110/CENIPA/2021 - 02;2023-12-29;2024-01-04;2024-03-12;Atuar junto à Brasil Vida Táxi Aéreo Ltda. para que esta atualize o layout do manifesto de carga, inserindo o campo de PMD ORIGEM, especificando qual o fator limitante de decolagem.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80311;A-111/CENIPA/2021 - 01;2023-09-22;2023-10-09;2024-02-01;Atuar junto ao CBMRO, a fim de certificar-se que o operador aprovou, implementou e está mantendo continuamente adequada à sua realidade, toda documentação necessária para operar com segurança, desde sua estrutura organizacional, treinamento até os manuais operacionais, de acordo com o que prevê a regulamentação em vigor.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
80310;A-109/CENIPA/2021 - 01;2023-04-17;2023-04-25;2023-11-28;Atuar junto ao Centro de Instrução de Aviação Civil do Aeroclube de Ponta Grossa, a fim de certificar-se que aquele operador adequou seu processo de instrução de voo ao previsto na IS N°141-007 B - “Programa de Instrução e Manual de Instruções e Procedimentos”, sobretudo no que diz respeito à utilização de fichas de avaliação que apresentem todos os campos necessários ao adequado registro do voo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
