codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
87019;PRMBU;***;AVIÃO;AIRBUS;A319-132;A319;JATO;BIMOTOR;75500;75500;154;2008;BRASIL;BRASIL;AVIÃO;***;MARECHAL RONDON;CONGONHAS;POUSO;REGULAR;NENHUM;0
87018;PRTKK;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;22800;22800;73;2012;BRASIL;BRASIL;AVIÃO;***;GUARARAPES - GILBERTO FREYRE;FERNANDO DE NORONHA;CRUZEIRO;REGULAR;NENHUM;0
87017;PRMYH;***;AVIÃO;AIRBUS;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2010;BRASIL;BRASIL;AVIÃO;***;PRESIDENTE JUSCELINO KUBITSCHEK;EDUARDO GOMES;POUSO;REGULAR;LEVE;0
87016;PRGTV;***;AVIÃO;BOEING;737-8EH;B738;TURBOEIXO;BIMOTOR;70533;70533;187;2007;BRASIL;BRASIL;AVIÃO;***;ANTONIO CARLOS JOBIM / GALEÃO;ZUMBI DOS PALMARES;POUSO;REGULAR;LEVE;0
87013;PRAKN;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;BIMOTOR;22000;22000;0;2021;BRASIL;BRASIL;AVIÃO;***;USIMINAS;TANCREDO NEVES;DECOLAGEM;REGULAR;LEVE;0
87010;PPFUL;***;AVIÃO;PIPER AIRCRAFT;PA-46R-350T;PA46;PISTÃO;MONOMOTOR;1969;1969;6;2011;BRASIL;BRASIL;AVIÃO;***;SANTA GENOVEVA/GOIÂNIA;SANTA GENOVEVA/GOIÂNIA;POUSO;PRIVADA;NENHUM;0
87009;PROTS;***;***;AIRBUS HELICOPTERS;EC175 B;EC75;NULL;BIMOTOR;7800;7800;NULL;NULL;BRASIL;BRASIL;***;***;FORA DE AERODROMO;Maricá;CRUZEIRO;TÁXI AÉREO;NENHUM;0
87008;PROHX;***;HELICÓPTERO;LEONARDO S.P.A;AW139;A139;***;***;0;0;NULL;2016;BRASIL;BRASIL;HELICÓPTERO;***;JACAREPAGUÁ;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
87007;PRAXU;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;TURBOEIXO;BIMOTOR;52290;52290;125;2013;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;SANTOS DUMONT;SUBIDA;REGULAR;LEVE;0
87006;PRYYJ;***;AVIÃO;AIRBUS;A320-251N;A20N;***;BIMOTOR;79000;79000;NULL;2017;BRASIL;BRASIL;AVIÃO;***;VIRACOPOS;EDUARDO GOMES;CRUZEIRO;REGULAR;NENHUM;0
87004;PRZLB;***;AVIÃO;VALESSA BRINGHENTI;RV-10;ZZZZ;PISTÃO;MONOMOTOR;1224;1224;4;0;BRASIL;BRASIL;AVIÃO;***;DEPUTADO LUÍS EDUARDO MAGALHÃES;CESCONETTO;POUSO;EXPERIMENTAL;LEVE;0
87003;PTWVL;***;AVIÃO;CESSNA AIRCRAFT;150H;C150;PISTÃO;MONOMOTOR;726;726;2;1968;BRASIL;BRASIL;AVIÃO;***;AEROCLUBE DE CAMPINA GRANDE;Clube Estância Ouro Verde;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
87001;PSGPN;***;AVIÃO;BOEING;737-8 MAX;B38;JATO;BIMOTOR;82644;82644;0;2022;BRASIL;BRASIL;AVIÃO;***;VIRACOPOS;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;LEVE;0
87000;PRYRT;***;AVIÃO;AIRBUS;A320-251N;A20N;***;***;0;0;NULL;NULL;BRASIL;BRASIL;AVIÃO;***;SALGADO FILHO;CONGONHAS;DECOLAGEM;REGULAR;LEVE;0
86999;PSGRG;***;AVIÃO;BOEING COMPANY;B737-8 MAX;B38M;NULL;BIMOTOR;82190;82190;0;2024;BRASIL;BRASIL;AVIÃO;***;SANTA GENOVEVA/GOIÂNIA;CONGONHAS;POUSO;REGULAR;LEVE;0
86998;PRYYH;***;AVIÃO;AIRBUS;A320-251N;A20N;JATO;BIMOTOR;77000;77000;NULL;2017;BRASIL;BRASIL;AVIÃO;***;SANTA GENOVEVA/GOIÂNIA;PORTO SEGURO;POUSO;REGULAR;LEVE;0
86997;PRATV;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2012;BRASIL;BRASIL;AVIÃO;***;VIRACOPOS;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;LEVE;0
86996;PRAXP;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2013;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;SANTOS DUMONT;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
86995;PRAXO;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;***;DEPUTADO LUÍS EDUARDO MAGALHÃES;VIRACOPOS;DECOLAGEM;REGULAR;LEVE;0
86994;PRYRH;***;AVIÃO;AIRBUS;A320-251N;A320;JATO;BIMOTOR;77000;77000;183;2017;BRASIL;BRASIL;AVIÃO;***;GUARARAPES - GILBERTO FREYRE;VIRACOPOS;CRUZEIRO;REGULAR;NENHUM;0
86993;PRGXX;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;196;0;BRASIL;BRASIL;AVIÃO;***;SANTA GENOVEVA/GOIÂNIA;CONGONHAS;POUSO;REGULAR;NENHUM;0
86991;PRAXL;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;***;VIRACOPOS;MINISTRO VICTOR KONDER;CRUZEIRO;REGULAR;NENHUM;0
86990;N178DZ;***;AVIÃO;BOEING COMPANY;767-300 Series;B763;NULL;***;179000;179000;NULL;1998;ESTADOS UNIDOS;ESTADOS UNIDOS;AVIÃO;***;ANTONIO CARLOS JOBIM / GALEÃO;JOHN F. KENNEDY INTERNATIONAL AIRPORT;CRUZEIRO;REGULAR;***;0
86989;PRGTH;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;79000;79000;194;2006;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;LAURO CARNEIRO DE LOYOLA;POUSO;REGULAR;NENHUM;0
86988;PSAJG;***;***;EMBRAER;EMB-505;E55P;NULL;BIMOTOR;8415;8415;NULL;NULL;BRASIL;BRASIL;***;***;GENERAL LEITE DE CASTRO;RONDONÓPOLIS;POUSO;PRIVADA;LEVE;0
86987;PUFAI;***;ULTRALEVE;FLYER LTDA;PELICAN 500BR;ULAC;PISTÃO;MONOMOTOR;600;600;2;2007;BRASIL;BRASIL;ULTRALEVE;***;VALE EUROPEU;VALE EUROPEU;CRUZEIRO;PRIVADA;NENHUM;0
86986;PSLBK;***;AVIÃO;AIRBUS S.A.S.;A321-271NX;A321;NULL;BIMOTOR;89000;89000;0;2024;BRASIL;BRASIL;AVIÃO;***;PINTO MARTINS;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;LEVE;0
86985;PSLBC;***;AVIÃO;AIRBUS S.A.S.;A321-271NX;A21N;NULL;BIMOTOR;89000;89000;0;2023;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;INSPEÇÃO DE TRÂNSITO/INTERVOO;REGULAR;LEVE;0
86984;PTVUR;***;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2011;BRASIL;BRASIL;AVIÃO;***;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;AGRÍCOLA;SUBSTANCIAL;0
86983;PRCPX;***;***;SIKORSKY AIRCRAFT;S-92A;S92;NULL;BIMOTOR;12020;12020;NULL;NULL;BRASIL;BRASIL;***;***;FORA DE AERODROMO;CABO FRIO;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM;0
86981;PRYSH;***;AVIÃO;AIRBUS;A320-251N;A20N;JATO;BIMOTOR;77000;77000;0;2021;BRASIL;BRASIL;AVIÃO;***;GUARARAPES - GILBERTO FREYRE;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
86980;PTMXB;***;AVIÃO;AIRBUS;A321-231;A321;JATO;BIMOTOR;89000;89000;232;2007;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;CAMPO GRANDE;DECOLAGEM;REGULAR;NENHUM;0
86979;PRMHW;***;AVIÃO;AIRBUS;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2008;BRASIL;BRASIL;AVIÃO;***;ZUMBI DOS PALMARES;GOVERNADOR ANDRÉ FRANCO MONTORO;DESCIDA;REGULAR;NENHUM;0
86978;PRXMU;***;AVIÃO;BOEING;737-8 MAX;B38M;TURBOEIXO;BIMOTOR;82644;82644;196;0;BRASIL;BRASIL;AVIÃO;***;NÃO IDENTIFICADO;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;LEVE;0
86977;PRYSR;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;77000;77000;183;2024;BRASIL;BRASIL;AVIÃO;***;SALGADO FILHO;TANCREDO NEVES;ESTACIONAMENTO;REGULAR;NENHUM;0
86976;PRSDH;***;AVIÃO;BOEING COMPANY;B737-55D;B735;***;***;60237;60237;NULL;1992;BRASIL;BRASIL;AVIÃO;***;DEPUTADO LUÍS EDUARDO MAGALHÃES;SALGADO FILHO;INSPEÇÃO DE TRÂNSITO/INTERVOO;***;LEVE;0
86975;F-GSQE;***;AVIÃO;BOEING COMPANY;B777-328ER;B773;NULL;SEM TRAÇÃO;299370;299370;NULL;2005;FRANÇA;FRANÇA;AVIÃO;***;ANTONIO CARLOS JOBIM / GALEÃO;CHARLES DE GAULLE;CRUZEIRO;REGULAR;***;0
86974;PRGTC;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;79000;79000;194;2006;BRASIL;BRASIL;AVIÃO;***;PRESIDENTE JUSCELINO KUBITSCHEK;ANTONIO CARLOS JOBIM / GALEÃO;DECOLAGEM;REGULAR;LEVE;0
86973;PRGUU;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2012;BRASIL;BRASIL;AVIÃO;***;MINISTRO VICTOR KONDER;ANTONIO CARLOS JOBIM / GALEÃO;TÁXI;REGULAR;NENHUM;0
86972;PSLBM;***;AVIÃO;AIRBUS S.A.S.;A321-271N;A21N;NULL;***;89000;89000;NULL;2024;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;ANTONIO CARLOS JOBIM / GALEÃO;DECOLAGEM;REGULAR;LEVE;0
86971;PRSDL;***;AVIÃO;BOEING;737-3S3;B733;JATO;BIMOTOR;63276;63276;6;1988;BRASIL;BRASIL;AVIÃO;***;PRESIDENTE JUSCELINO KUBITSCHEK;GOVERNADOR ANDRÉ FRANCO MONTORO;OUTRA FASE;***;NENHUM;0
86969;PRAXL;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;***;VIRACOPOS;MINISTRO VICTOR KONDER;CRUZEIRO;REGULAR;NENHUM;0
86968;PRVBL;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;79000;79000;197;2007;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;PINTO MARTINS;DECOLAGEM;REGULAR;LEVE;0
86967;PRAQL;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2013;BRASIL;BRASIL;AVIÃO;***;SANTA MARIA;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
86966;PRGGQ;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2009;BRASIL;BRASIL;AVIÃO;***;SANTA GENOVEVA/GOIÂNIA;CONGONHAS;POUSO;REGULAR;LEVE;0
86965;PSAEJ;***;AVIÃO;EMBRAER;ERJ 190-400;E295;NULL;BIMOTOR;61200;61200;0;2022;BRASIL;BRASIL;AVIÃO;***;VIRACOPOS;MINISTRO VICTOR KONDER;POUSO;REGULAR;LEVE;0
86964;PRXMX;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82644;82644;196;0;BRASIL;BRASIL;AVIÃO;***;ANTONIO CARLOS JOBIM / GALEÃO;EURICO DE AGUIAR SALLES;POUSO;REGULAR;LEVE;0
86962;PRAQN;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2013;BRASIL;BRASIL;AVIÃO;***;ESTADUAL DARIO GUARITA;VIRACOPOS;POUSO;REGULAR;LEVE;0
86960;PRXMU;***;AVIÃO;BOEING;737-8 MAX;B38M;TURBOEIXO;BIMOTOR;82644;82644;196;0;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;DEPUTADO LUÍS EDUARDO MAGALHÃES;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
86959;PRMYM;***;AVIÃO;AIRBUS;A319-112;A319;JATO;BIMOTOR;75500;75500;154;2011;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;SALGADO FILHO;SUBIDA;REGULAR;LEVE;0
86958;PSBDF;***;***;HELIBRAS;AS 350 B3;AS50;NULL;MONOMOTOR;2370;2370;NULL;NULL;BRASIL;BRASIL;***;***;PRESIDENTE JUSCELINO KUBITSCHEK;PRESIDENTE JUSCELINO KUBITSCHEK;APROXIMAÇÃO FINAL;POLICIAL;LEVE;0
86956;PUVPR;***;ULTRALEVE;MIGUEL ANGELO STEFFAN DE SOUZA;FM250 VAMPIRE;ULAC;PISTÃO;MONOMOTOR;473;473;2;2011;BRASIL;BRASIL;ULTRALEVE;***;FAZENDA NOSSA SENHORA DA CONCEIÇÃO;TANCREDO DE ALMEIDA NEVES;POUSO;EXPERIMENTAL;SUBSTANCIAL;0
86954;PTOCO;***;AVIÃO;PIPER AIRCRAFT;PA-28R-201;P28R;PISTÃO;MONOMOTOR;1247;1247;4;1990;BRASIL;BRASIL;AVIÃO;***;Aero Parque Tupã;SANTA MARIA;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
86953;PTUYQ;***;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2010;BRASIL;BRASIL;AVIÃO;***;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;AGRÍCOLA;SUBSTANCIAL;0
86952;PTZPH;***;AVIÃO;INPAER - Indústria Paulista de Aeronáutica;EXPLORER;ZZZZ;PISTÃO;MONOMOTOR;1200;1200;NULL;2014;BRASIL;BRASIL;AVIÃO;***;AERODROMO DE PARAGOMINAS;MARECHAL CUNHA MACHADO;POUSO;EXPERIMENTAL;LEVE;0
86951;PRMYM;***;AVIÃO;AIRBUS;A319-112;A319;JATO;BIMOTOR;75500;75500;154;2011;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;SERAFIN ENOSS BERTASO;POUSO;REGULAR;LEVE;0
86950;PRXMV;***;AVIÃO;BOEING;737-8 MAX;B38M;;BIMOTOR;82644;82644;0;2021;BRASIL;BRASIL;AVIÃO;***;SENADOR PETRÔNIO PORTELLA;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;LEVE;0
86949;PSADB;***;AVIÃO;EMBRAER;ERJ 190-400;***;NULL;***;61200;61200;0;2025;BRASIL;BRASIL;AVIÃO;***;ANTONIO CARLOS JOBIM / GALEÃO;AFONSO PENA;TÁXI;REGULAR;NENHUM;0
86948;PRBGB;***;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;BIMOTOR;12020;12020;21;2010;BRASIL;BRASIL;HELICÓPTERO;***;Maricá;FORA DE AERODROMO;SUBIDA;TÁXI AÉREO;NENHUM;0
86946;PTVHE;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;P28T;PISTÃO;MONOMOTOR;1315;1315;4;1988;BRASIL;BRASIL;AVIÃO;***;TEIXEIRA DE FREITAS;JOÃO MONTEIRO;POUSO;PRIVADA;LEVE;0
86945;PRSDM;***;AVIÃO;BOEING COMPANY;737-4Y0;B734;JATO;BIMOTOR;68038;68038;7;1990;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;***;NENHUM;0
86941;PSMSA;***;***;ISRAEL AIRCRAFT;G100;ASTR;NULL;BIMOTOR;11181;11181;NULL;NULL;BRASIL;BRASIL;***;***;SANTA GENOVEVA/GOIÂNIA;VAL DE CANS / JÚLIO CEZAR RIBEIRO;SUBIDA;PRIVADA;LEVE;0
86940;PSIBF;***;***;AGUSTA;AW119MKII;A119;NULL;MONOMOTOR;2850;2850;NULL;NULL;BRASIL;BRASIL;***;***;FORA DE AERODROMO;PRESIDENTE JOÃO BATISTA FIGUEIREDO;INDETERMINADA;POLICIAL;LEVE;0
86939;PROHZ;***;HELICÓPTERO;LEONARDO S.P.A;AW139;A139;***;***;7000;7000;NULL;2014;BRASIL;BRASIL;HELICÓPTERO;***;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;TÁXI AÉREO;NENHUM;0
86938;PSAEE;***;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;BIMOTOR;61200;61200;143;2020;BRASIL;BRASIL;AVIÃO;***;ANTONIO CARLOS JOBIM / GALEÃO;VIRACOPOS;TÁXI;REGULAR;NENHUM;0
86937;PRTKK;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;22800;22800;73;2012;BRASIL;BRASIL;AVIÃO;***;VIRACOPOS;LEITE LOPES;TÁXI;REGULAR;NENHUM;0
86936;PRAKO;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;SEM TRAÇÃO;22000;22000;0;2021;BRASIL;BRASIL;AVIÃO;***;AFONSO PENA;SÍLVIO NAME JÚNIOR;DECOLAGEM;REGULAR;NENHUM;0
86935;PRSLU;***;AVIÃO;BOEING;737-4Y0;B734;JATO;BIMOTOR;68038;68038;5;1992;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;TÁXI;***;NENHUM;0
86934;PRAXO;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;***;AFONSO PENA;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
86933;PRGTE;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;79000;79000;194;2006;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ALUÍZIO ALVES;PRESIDENTE JUSCELINO KUBITSCHEK;CRUZEIRO;REGULAR;NENHUM;0
86931;PRAUQ;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2015;BRASIL;BRASIL;AVIÃO;***;MARECHAL RONDON;POUSADA AMAZÔNIA FISHING LODGE;TÁXI;REGULAR;NENHUM;0
86929;PRSDV;***;AVIÃO;BOEING;737-4Q8;B734;JATO;BIMOTOR;68038;68038;NULL;NULL;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;ESTACIONAMENTO;***;NENHUM;0
86928;PRYRQ;***;AVIÃO;AIRBUS;A320-251N;A320;JATO;BIMOTOR;77000;77000;170;0;BRASIL;BRASIL;AVIÃO;***;VIRACOPOS;SALGADO FILHO;DECOLAGEM;REGULAR;NENHUM;0
86925;PRDNP;***;***;TEXTRON AVIATION;C90GTI;BE9L;NULL;BIMOTOR;4756;4756;NULL;NULL;BRASIL;BRASIL;***;***;ESTÂNCIA SANTA MARIA;ADALBERTO MENDES DA SILVA;CRUZEIRO;PRIVADA;LEVE;0
86924;PRMYM;***;AVIÃO;AIRBUS;A319-112;A319;JATO;BIMOTOR;75500;75500;154;2011;BRASIL;BRASIL;AVIÃO;***;DEPUTADO LUÍS EDUARDO MAGALHÃES;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
86923;PPAIJ;***;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4;2009;BRASIL;BRASIL;HELICÓPTERO;***;FORA DE AERODROMO;ANÁPOLIS;DECOLAGEM;PRIVADA;LEVE;0
86922;PRTQB;***;AVIÃO;AIRBUS;A320-214;A320;JATO;BIMOTOR;78000;78000;0;2011;BRASIL;BRASIL;AVIÃO;***;SERAFIN ENOSS BERTASO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;LEVE;0
86921;PSAEE;***;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;BIMOTOR;61200;61200;143;2020;BRASIL;BRASIL;AVIÃO;***;ANTONIO CARLOS JOBIM / GALEÃO;VIRACOPOS;TÁXI;REGULAR;NENHUM;0
86920;PTXPI;***;AVIÃO;AIRBUS;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;NULL;BRASIL;BRASIL;AVIÃO;***;ANTONIO CARLOS JOBIM / GALEÃO;GOVERNADOR ANDRÉ FRANCO MONTORO;TÁXI;REGULAR;NENHUM;0
86918;PTVKB;***;AVIÃO;EMBRAER;EMB-820C CARAJA;PAT4;TURBOÉLICE;BIMOTOR;3175;3175;10;1988;BRASIL;BRASIL;AVIÃO;***;PREFEITO ORLANDO MARINHO;COARI;DECOLAGEM;***;NENHUM;0
86917;PPPSO;***;AVIÃO;PIPER AIRCRAFT;PA-32-301FT;PA32;PISTÃO;MONOMOTOR;1633;1633;6;2005;BRASIL;BRASIL;AVIÃO;***;PRIMAVERA DO LESTE;AGROPASTORIL BOM PASTOR;CRUZEIRO;PRIVADA;DESTRUÍDA;1
86916;PRXMH;***;AVIÃO;BOEING COMPANY;B737-8MAX;B38M;NULL;BIMOTOR;82190;82190;0;2022;BRASIL;BRASIL;AVIÃO;NULL;SANTA GENOVEVA/GOIÂNIA;ANTONIO CARLOS JOBIM / GALEÃO;DECOLAGEM;REGULAR;NENHUM;0
86916;PTLSH;***;AVIÃO;BEECH AIRCRAFT;F90;BE9T;TURBOÉLICE;BIMOTOR;4967;4967;8;1981;BRASIL;BRASIL;AVIÃO;NULL;SANTA GENOVEVA/GOIÂNIA;SANTA GENOVEVA/GOIÂNIA;DECOLAGEM;***;NENHUM;0
86914;PRAXU;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;TURBOEIXO;BIMOTOR;52290;52290;125;2013;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;SANTOS DUMONT;SUBIDA;REGULAR;NENHUM;0
86913;PRVBL;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;79000;79000;197;2007;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;CATARATAS;POUSO;REGULAR;NENHUM;0
86912;PREPE;***;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;0;BRASIL;BRASIL;HELICÓPTERO;***;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;POLICIAL;SUBSTANCIAL;0
86911;PRRUY;***;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;MONOMOTOR;1905;1905;1;1975;BRASIL;BRASIL;AVIÃO;***;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
86910;PRUTA;***;HELICÓPTERO;EUROCOPTER FRANCE;AS 350 BA;AS50;TURBOEIXO;MONOMOTOR;2100;2100;6;1995;BRASIL;BRASIL;HELICÓPTERO;***;MALBORO;AUARIS;APROXIMAÇÃO FINAL;TÁXI AÉREO;LEVE;0
86909;PTWRU;***;ANFÍBIO;CESSNA AIRCRAFT;208 ANFIBIO;C208;TURBOÉLICE;MONOMOTOR;3629;3629;10;1998;BRASIL;BRASIL;ANFÍBIO;***;FONTE BOA;PREFEITO ORLANDO MARINHO;TÁXI;TÁXI AÉREO;NENHUM;0
86908;PRSLU;***;AVIÃO;BOEING;737-4Y0;B734;JATO;BIMOTOR;68038;68038;5;1992;BRASIL;BRASIL;AVIÃO;***;EDUARDO GOMES;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;***;NENHUM;0
86907;PRGUC;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;***;JORGE NEWBERY AIRFIELD;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
86906;PRGGM;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;70533;70533;197;2009;BRASIL;BRASIL;AVIÃO;***;PROFESSOR ERIBERTO MANOEL REINO;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
86905;PTMUC;***;AVIÃO;BOEING COMPANY;777-32WER;B77W;JATO;BIMOTOR;346544;346544;382;2008;BRASIL;BRASIL;AVIÃO;***;MALPENSA AIRPORT;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
86904;PRAYF;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2010;BRASIL;BRASIL;AVIÃO;***;SALGADO FILHO;AFONSO PENA;TÁXI;REGULAR;NENHUM;0
86903;PRSDV;***;AVIÃO;BOEING;737-4Q8;B734;JATO;BIMOTOR;68038;68038;NULL;NULL;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;CRUZEIRO;***;NENHUM;0
86902;PRXBF;***;AVIÃO;AIRBUS S.A.S.;A320-271N;A20N;JATO;BIMOTOR;79000;79000;182;2019;BRASIL;BRASIL;AVIÃO;***;AFONSO PENA;CONGONHAS;DECOLAGEM;REGULAR;LEVE;0
86901;PRSLH;***;***;BOEING COMPANY;737-86N;B738;NULL;BIMOTOR;79000;79000;NULL;NULL;BRASIL;BRASIL;***;***;TANCREDO NEVES;PINTO MARTINS;POUSO;***;NENHUM;0
